;;ÁÊ;ÂÊ;ÄÊ;ØÊ;Ì1;Ì2;Ì3;Ì4;Ì5;Ì6;Ì7;Ì8;Â1;Â2;Â3;Â4;Ã2;Ã3;Ã4;Ã5;Ã6;Ç1;Ç2;Ê1;Ê2;Ë1;Ï1;Ï2;Ñ1;Õ1;Õ2;Ì9;À1
24.02.2018;21;0;20;19;40;16;30;7;32;7;25;11;26;0;0;27;0;27;0;31;0;0;0;22;10;0;15;0;28;0;0;15;0;0
24.02.2018;22;0;26;23;21;0;18;0;41;0;27;0;44;0;0;22;0;39;0;39;0;0;0;18;12;0;16;0;33;0;0;8;0;0
24.02.2018;23;0;9;17;18;0;19;0;19;0;13;0;23;0;0;20;0;28;0;36;0;0;0;9;18;0;16;0;24;0;0;9;0;0
24.02.2018;24;0;6;16;14;0;19;0;19;0;14;0;10;0;0;15;0;8;0;14;0;0;0;9;10;0;16;0;19;0;0;9;0;0
25.02.2018;1;0;4;11;9;0;14;0;7;0;5;0;6;0;0;20;0;7;0;9;0;0;0;15;6;0;5;0;10;0;0;6;0;0
25.02.2018;2;0;3;1;19;0;23;0;13;0;14;0;8;0;0;23;0;4;0;15;0;0;0;13;10;0;13;0;15;0;0;8;0;0
25.02.2018;3;0;6;7;31;0;28;0;19;0;20;0;18;0;0;32;0;29;0;44;0;0;0;16;23;0;17;0;26;0;0;18;0;0
25.02.2018;4;0;9;25;43;2;38;2;18;2;23;3;30;0;0;34;0;42;0;41;0;0;0;24;32;0;20;0;23;0;0;22;0;0
25.02.2018;5;0;24;35;41;26;32;21;29;34;28;35;17;0;8;23;0;52;0;43;0;0;0;13;15;0;19;4;23;0;0;13;0;0
25.02.2018;6;0;30;33;46;36;31;19;25;36;27;37;30;0;27;31;0;27;0;22;0;0;0;13;8;0;26;9;30;0;0;15;0;0
25.02.2018;7;0;17;27;46;44;35;8;21;29;21;36;32;0;20;37;0;20;0;23;0;0;0;25;12;0;21;9;23;0;0;8;0;0
25.02.2018;8;0;31;39;49;45;35;0;47;43;30;39;36;0;22;39;0;27;0;24;0;0;0;34;19;0;20;13;34;0;0;10;0;0
25.02.2018;9;0;20;23;39;34;33;0;33;36;22;1;25;0;29;63;0;26;0;32;0;0;0;33;23;0;21;13;28;0;0;21;0;0
25.02.2018;10;0;18;39;38;32;34;0;36;44;35;0;25;0;34;61;0;18;0;17;0;0;0;30;29;0;20;26;21;0;0;33;0;0
25.02.2018;11;0;19;38;40;32;33;0;47;39;26;0;27;0;18;36;0;11;0;11;0;0;5;25;28;0;23;16;18;0;0;25;0;0
25.02.2018;12;0;25;32;46;44;35;15;38;43;25;0;42;0;37;57;15;25;0;25;0;0;22;19;19;0;21;11;36;0;0;28;0;0
25.02.2018;13;0;33;32;47;53;42;45;34;35;36;0;33;0;26;31;27;27;0;36;0;0;23;23;21;0;23;19;26;0;0;26;0;0
25.02.2018;14;0;31;32;58;66;51;23;31;32;26;0;27;0;9;37;0;16;0;25;0;0;30;29;25;0;34;23;16;0;0;17;0;0
25.02.2018;15;0;32;43;52;68;45;50;30;57;30;19;38;0;28;57;0;25;0;33;0;0;39;26;37;0;39;39;34;0;0;27;0;0
25.02.2018;16;0;33;23;55;71;47;46;37;40;24;49;26;0;37;64;0;43;0;48;0;0;37;15;34;0;35;26;23;0;0;37;0;0
25.02.2018;17;0;39;40;56;76;52;54;38;32;39;37;19;0;23;47;0;34;0;36;0;0;6;43;23;0;24;17;23;0;0;31;0;0
25.02.2018;18;0;33;35;52;53;42;20;24;29;23;43;30;0;19;46;0;43;0;47;0;0;0;37;15;0;32;17;19;0;0;14;0;0
25.02.2018;19;0;38;38;56;75;53;35;32;26;27;50;40;0;17;43;0;41;0;46;0;0;0;52;19;0;31;18;20;0;0;23;0;0
25.02.2018;20;0;38;33;56;55;40;47;32;26;19;57;44;0;0;31;0;53;0;53;0;0;0;36;12;0;19;0;32;0;0;25;0;0
25.02.2018;21;0;32;29;57;47;50;33;32;15;21;28;30;0;0;26;0;38;0;43;0;0;0;34;16;0;21;0;33;0;0;20;0;0
25.02.2018;22;0;35;33;25;0;32;0;36;0;30;0;51;0;0;23;0;43;0;45;0;0;0;25;12;0;19;0;27;0;0;10;0;0
25.02.2018;23;0;9;11;19;0;18;0;22;0;17;0;25;0;0;23;0;29;0;38;0;0;0;13;18;0;21;0;19;0;0;12;0;0
25.02.2018;24;0;6;7;13;0;21;0;15;0;11;0;11;0;0;13;0;12;0;26;0;0;0;10;12;0;17;0;15;0;0;11;0;0
26.02.2018;1;0;5;7;10;0;18;0;10;0;5;0;8;0;0;17;0;7;0;11;0;0;0;17;6;0;7;0;10;0;0;10;0;0
26.02.2018;2;0;4;4;17;0;16;0;13;0;10;0;6;0;0;25;0;9;0;17;0;0;0;19;18;0;8;0;13;0;0;16;0;0
26.02.2018;3;0;2;11;30;0;35;0;13;0;16;0;20;0;0;27;0;31;0;40;0;0;0;18;20;0;14;0;14;0;0;24;0;0
26.02.2018;4;0;12;14;35;12;40;2;18;9;23;6;23;0;0;36;0;34;7;38;10;0;0;27;27;0;21;0;24;0;0;22;0;0
26.02.2018;5;0;28;39;43;39;37;21;30;57;43;43;22;0;0;32;0;29;11;32;21;0;0;21;15;0;24;10;28;0;0;15;0;0
26.02.2018;6;0;30;46;41;50;39;30;28;48;36;38;22;0;11;39;0;29;0;22;6;0;0;14;9;0;31;18;24;0;0;16;0;0
26.02.2018;7;0;28;44;51;59;46;32;23;33;34;35;25;0;18;27;0;28;0;25;0;0;0;26;12;0;33;8;27;0;0;7;0;0
26.02.2018;8;0;34;38;50;60;45;33;36;41;31;53;34;0;19;43;0;46;0;40;0;0;0;27;18;0;36;7;36;0;0;10;0;0
26.02.2018;9;0;26;28;39;40;31;31;25;38;25;20;20;0;21;62;0;26;0;31;0;0;0;34;21;0;27;17;36;0;0;19;0;0
26.02.2018;10;0;15;28;36;33;27;21;16;41;29;22;29;0;36;57;27;24;0;21;0;0;0;27;24;0;22;23;25;0;0;30;0;0
26.02.2018;11;0;16;30;44;36;30;31;22;35;29;3;22;0;31;53;0;12;0;12;0;0;0;39;35;0;31;15;25;0;0;34;0;1
26.02.2018;12;0;31;29;39;47;37;40;41;30;22;26;22;0;23;51;0;25;0;20;0;0;16;27;23;0;27;18;23;0;0;24;0;0
26.02.2018;13;0;23;25;55;59;53;47;27;30;22;30;25;0;28;43;0;31;0;33;0;0;17;21;18;0;41;16;17;0;0;24;0;0
26.02.2018;14;0;24;31;45;48;47;38;32;40;27;23;20;0;14;36;0;21;0;23;0;0;22;30;22;0;33;21;16;0;0;16;0;0
26.02.2018;15;0;33;38;42;60;46;47;45;53;33;33;16;0;23;42;0;30;0;35;0;0;36;29;36;0;44;28;27;0;0;20;40;0
26.02.2018;16;0;31;26;52;45;53;39;33;49;26;31;18;0;29;43;18;38;0;40;0;0;18;16;27;0;36;30;22;0;0;28;36;2
26.02.2018;17;0;26;42;52;49;48;41;31;43;34;38;23;0;18;26;20;41;0;36;0;0;13;34;14;0;26;33;19;0;0;24;22;2
26.02.2018;18;0;34;38;57;56;54;20;33;36;31;43;20;0;16;27;10;45;0;42;0;0;0;30;17;0;28;22;15;0;0;19;0;0
26.02.2018;19;0;23;36;55;61;45;33;31;35;22;34;23;0;22;39;0;35;0;35;0;0;0;40;22;0;24;20;17;0;0;29;0;0
26.02.2018;20;0;31;34;63;65;71;37;37;20;20;51;30;0;14;41;0;40;0;54;15;0;0;36;15;0;29;1;28;0;0;30;0;0
26.02.2018;21;0;25;21;42;0;41;1;36;0;26;16;30;0;0;27;0;29;0;39;8;0;0;19;9;0;22;0;26;0;0;12;0;0
26.02.2018;22;0;24;19;21;0;20;0;25;0;17;0;42;0;0;14;0;43;0;38;0;0;0;15;8;0;20;0;20;0;0;6;0;0
26.02.2018;23;0;8;9;22;0;14;0;10;0;11;0;21;0;0;17;0;24;0;36;0;0;0;6;12;0;13;0;20;0;0;6;0;0
26.02.2018;24;0;5;8;8;0;14;0;7;0;9;0;8;0;0;16;0;7;0;15;0;0;0;5;11;0;13;0;15;0;0;6;0;0
27.02.2018;1;0;6;1;12;0;17;0;5;0;4;0;4;0;0;11;0;6;0;9;0;0;0;14;4;0;6;0;10;0;0;5;0;0
27.02.2018;2;0;2;5;18;0;17;0;11;0;13;0;5;0;0;18;0;6;0;13;0;0;0;18;12;0;11;0;19;0;0;10;0;0
27.02.2018;3;0;6;6;23;0;13;0;13;0;15;0;21;0;0;27;0;28;0;43;0;0;0;19;15;0;16;0;21;0;0;16;0;0
27.02.2018;4;0;7;14;40;3;31;1;16;1;25;2;31;0;0;29;0;29;0;37;9;0;0;22;20;0;18;0;25;0;0;22;0;0
27.02.2018;5;0;26;27;45;28;30;16;24;42;28;36;30;0;12;22;0;34;0;46;15;0;0;16;13;0;28;11;18;0;0;14;0;0
27.02.2018;6;0;21;45;50;50;41;23;19;44;36;34;19;0;20;31;0;30;0;21;0;0;0;21;8;0;31;10;25;0;0;12;0;0
27.02.2018;7;0;25;24;42;51;34;37;25;26;17;20;18;0;17;27;0;18;0;17;0;0;0;29;16;0;24;10;21;0;0;11;0;0
27.02.2018;8;0;40;36;40;51;34;28;39;55;31;31;26;0;16;41;0;27;0;23;0;0;0;25;16;0;25;21;35;0;0;11;0;0
27.02.2018;9;0;27;25;41;48;40;39;32;36;28;20;20;0;26;43;29;26;0;28;0;0;0;33;19;0;25;16;32;0;0;23;0;2
27.02.2018;10;0;20;34;40;46;43;22;22;41;34;30;21;0;33;25;41;22;0;22;0;0;0;44;27;0;24;19;25;0;0;33;0;2
27.02.2018;11;0;19;28;39;40;29;22;21;34;27;19;21;0;29;20;27;15;0;10;0;0;0;32;23;0;25;14;26;0;0;29;0;0
27.02.2018;12;0;28;24;37;46;34;38;36;32;21;23;20;0;28;23;28;22;0;18;0;0;10;34;20;0;14;14;20;9;0;26;0;0
27.02.2018;13;0;25;24;44;61;43;37;29;39;26;26;17;0;29;25;18;24;0;29;0;0;15;25;11;0;22;20;17;18;0;26;0;0
27.02.2018;14;0;27;31;45;58;40;40;35;36;31;30;19;0;18;20;13;19;0;25;0;0;39;27;23;0;24;23;13;19;0;19;0;0
27.02.2018;15;0;32;35;47;53;44;37;34;47;26;33;22;0;21;24;16;24;0;33;0;0;40;21;36;0;30;26;29;9;0;21;23;0
27.02.2018;16;0;41;20;43;41;38;40;41;45;25;45;25;0;29;29;29;49;0;48;0;0;27;16;29;0;38;26;24;0;0;29;25;0
27.02.2018;17;0;26;37;39;49;36;20;21;40;35;37;20;0;16;29;8;33;0;37;0;0;14;18;15;0;31;19;18;0;0;16;19;0
27.02.2018;18;0;21;30;49;47;43;13;26;35;33;41;29;0;16;33;0;43;0;42;0;0;14;17;11;0;25;19;14;0;0;12;0;0
27.02.2018;19;0;21;28;54;49;36;28;21;19;17;41;33;0;15;34;0;37;0;38;0;0;8;36;15;0;24;13;9;0;0;16;0;0
27.02.2018;20;0;26;34;57;47;36;33;28;23;14;65;51;0;9;30;0;54;0;58;0;0;0;34;6;0;28;11;16;0;0;18;0;0
27.02.2018;21;0;27;28;41;17;38;12;32;17;23;25;43;0;0;36;0;34;0;45;0;0;0;24;12;0;19;0;26;0;0;14;0;0
27.02.2018;22;0;24;23;26;0;22;0;21;0;35;0;54;0;0;23;0;40;0;45;0;0;0;16;15;0;16;0;28;0;0;10;0;0
27.02.2018;23;0;14;11;22;0;21;0;11;0;17;0;34;0;0;24;0;28;0;36;0;0;0;11;9;0;13;0;20;0;0;7;0;0
27.02.2018;24;0;5;5;8;0;17;0;8;0;8;0;14;0;0;12;0;12;0;19;0;0;0;8;8;0;12;0;11;0;0;6;0;0
28.02.2018;1;0;2;7;11;0;15;0;3;0;2;0;9;0;0;9;0;8;0;10;0;0;0;18;5;0;9;0;4;0;0;7;0;0
28.02.2018;2;0;5;4;18;0;22;0;11;0;12;0;8;0;0;22;0;9;0;17;0;0;0;21;14;0;16;0;17;0;0;13;0;0
28.02.2018;3;0;5;6;31;0;28;0;17;0;14;0;21;0;0;37;0;25;0;35;0;0;0;14;31;0;12;0;19;0;0;25;0;0
28.02.2018;4;0;12;21;34;3;39;0;19;4;24;2;29;0;0;26;0;20;1;34;16;0;0;21;30;0;15;0;27;0;0;19;0;0
28.02.2018;5;0;24;36;44;28;33;21;23;44;34;42;27;0;3;26;0;27;14;31;18;0;0;12;15;0;21;9;22;0;0;10;0;0
28.02.2018;6;0;26;30;50;42;39;23;27;39;28;34;25;0;17;32;0;24;0;20;4;0;0;16;9;0;26;11;19;0;0;9;0;0
28.02.2018;7;0;19;28;45;50;35;26;27;32;26;26;20;0;23;28;0;21;0;21;0;0;0;25;12;0;25;9;26;0;0;11;0;0
28.02.2018;8;0;38;36;53;59;48;21;38;41;37;44;30;0;15;15;24;37;0;33;0;0;0;33;16;0;28;10;31;0;0;7;0;0
28.02.2018;9;0;27;26;47;52;53;30;41;34;27;33;29;0;29;20;42;36;0;40;0;0;0;36;20;0;28;17;27;0;0;19;0;0
28.02.2018;10;0;17;26;37;41;37;31;21;30;26;26;13;0;41;25;32;26;0;26;0;0;0;33;26;0;22;21;17;0;0;36;0;1
28.02.2018;11;0;14;35;43;51;39;34;24;38;32;26;18;0;23;18;24;17;0;17;0;0;15;38;24;0;16;11;22;15;0;25;0;0
28.02.2018;12;0;27;28;48;54;44;36;29;37;17;27;21;0;23;28;34;24;0;20;0;0;19;27;24;0;10;20;31;8;0;20;0;0
28.02.2018;13;0;30;37;50;55;45;34;31;28;25;30;19;0;25;25;22;26;0;30;0;0;22;24;20;0;16;23;11;9;0;28;0;0
28.02.2018;14;0;28;30;49;60;43;35;30;33;21;29;18;0;18;17;21;23;0;34;0;0;23;28;20;0;23;18;15;22;0;12;0;0
28.02.2018;15;0;33;45;40;69;40;45;36;56;30;28;18;0;23;19;28;24;0;33;0;0;33;32;42;0;29;31;30;11;0;26;0;1
28.02.2018;16;0;34;40;47;65;39;43;34;49;25;43;18;0;29;33;31;34;0;36;0;0;28;17;27;0;31;38;28;0;0;30;0;0
28.02.2018;17;0;40;42;51;52;40;28;40;32;35;40;23;0;19;43;0;31;0;34;0;0;12;14;13;0;25;27;17;0;0;27;0;0
28.02.2018;18;0;33;58;47;52;40;21;34;38;34;42;21;0;14;35;0;41;0;41;0;0;18;21;20;0;27;30;15;0;0;17;0;0
28.02.2018;19;0;25;50;49;45;30;27;31;33;32;43;24;0;16;38;0;30;0;31;0;0;5;33;19;0;28;23;18;0;0;22;0;0
28.02.2018;20;0;29;33;58;50;39;33;30;27;30;66;35;0;11;37;0;54;0;51;0;0;0;25;11;0;26;19;18;0;0;26;0;0
28.02.2018;21;0;19;28;52;34;50;16;24;23;32;32;18;0;0;27;0;35;0;42;0;0;0;18;15;0;26;0;32;0;0;14;0;0
28.02.2018;22;0;24;23;30;0;27;0;30;0;37;0;43;0;0;18;0;37;0;40;0;0;0;17;7;0;22;0;29;0;0;5;0;0
28.02.2018;23;0;12;10;22;0;24;0;23;0;18;0;25;0;0;20;0;31;0;35;0;0;0;8;12;0;13;0;23;0;0;9;0;0
28.02.2018;24;0;3;3;8;0;15;0;8;0;5;0;8;0;0;12;0;11;0;17;0;0;0;6;8;0;16;0;13;0;0;10;0;0
